station_name,lat,lon,network,call_id
FAIRVIEW AGDM  ALTA,56.067,-118.433,USAF,713470
PEORIA AGDM  ALTA,55.617,-118.283,USAF,713480
RICH LAKE AGDM  ALTA,54.500,-111.700,USAF,713490
HARRINGTON CDA CS  PEI,46.350,-63.167,USAF,713500
OLIVER AGDM  ALTA,53.650,-113.350,USAF,713510
ELORA RCS  ONT,43.650,-80.417,USAF,713520
PRENTISS ALBERTA  ALTA,52.433,-113.600,USAF,713530
MUNDARE AGDM  ALTA,53.567,-112.300,USAF,713540
BAKER LAKE CLIMATE  NU,64.317,-96.000,USAF,713560
QIKIQTARJUAQ CLIMATE,67.550,-64.030,USAF,713570
CLYDE RIVER CLIMATE  NU,70.483,-68.517,USAF,713580
DEWBERRY AGCM,53.667,-110.583,USAF,713590
EDGERTON AGCM,52.767,-110.417,USAF,713600
HAY RIVER CLIMATE  NWT,60.833,-115.767,USAF,713610
FORT SMITH CLIMATE  NWT,60.017,-111.917,USAF,713620
INUVIK CLIMATE  NWT,68.317,-133.517,USAF,713640
FORT SIMPSON CLIMATE  NWT,61.750,-121.233,USAF,713650
CORMACK RCS,49.317,-57.400,USAF,713670
WATERLOO,43.461,-80.379,USAF,713680
SLAVE LAKE,55.300,-114.783,USAF,713690
SHAWINIGAN CS  QUE,46.550,-72.733,USAF,713700
MONTREAL/ST HUBERT,45.517,-73.417,USAF,713710
L'ACADIE  QUE,45.283,-73.333,USAF,713720
FRELIGHSBURG  QUE,45.050,-72.850,USAF,713730
ST JOVITE  QUE,46.067,-74.550,USAF,713760
STE ANNE DE BELLEVUE 1  QUE,45.417,-73.917,USAF,713770
LA TUQUE  QUE,47.400,-72.783,USAF,713780
NORMANDIN  QUE,48.833,-72.533,USAF,713790
CRESTOMERE AGCM,52.717,-113.900,USAF,713800
MISTOOK  QUE,48.583,-71.700,USAF,713810
PARC DES LAURENTIDES  QUE,47.550,-71.217,USAF,713820
BONNARD 1  QUE,50.717,-71.000,USAF,713830
AMQUI  QUE,48.467,-67.433,USAF,713860
ONATCHIWAY  QUE,48.883,-71.017,USAF,713870
LA BAIE,48.300,-70.917,USAF,713880
DESCHAMBAULT CS  QUE,46.683,-71.967,USAF,713890
HIGH FALLS  QC,45.833,-75.633,USAF,713910
STE FOY (U. LAVAL)  QUE,46.780,-71.283,USAF,713920
CALGARY INTL CS,51.100,-114.000,USAF,713930
HALIFAX INTL,44.881,-63.509,USAF,713950
GREENWOOD,44.984,-64.917,USAF,713970
SEDALIA AGCM,51.583,-110.750,USAF,713990
BADGER (AUT)  NFLD,48.967,-56.067,USAF,714000
WARFIELD RCS,49.117,-117.733,USAF,714010
EGG ISLAND  ALTA,58.967,-110.433,USAF,714040
SHONTS AGCM,53.333,-112.533,USAF,714050
KUGAARUK CLIMATE,68.533,-89.800,USAF,714070
ETZICOM AGCM,49.550,-111.050,USAF,714090
NORWAY HOUSE ARPT,53.967,-97.833,USAF,714100
EAST POINT (AUT)  PEI,46.450,-61.983,USAF,714120
SPONDIN AGCM,51.817,-111.683,USAF,714130
DUPRE AGCM,54.367,-110.867,USAF,714140
LAC EON  QUE,51.867,-63.283,USAF,714210
ILE D'ORLEANS,47.000,-70.817,USAF,714240
CAP MADELEINE  QUE,49.250,-65.317,USAF,714250
CAP CHAT  QUE,49.100,-66.650,USAF,714280
POINT PETRE (AUT)  ONT,43.833,-77.150,USAF,714300
COBOURG (AUT)  ONT,43.950,-78.167,USAF,714310
PORT WELLER (AUT)  ONT,43.250,-79.217,USAF,714320
CARIBOU ISLAND (AUT)  ONT,47.333,-85.833,USAF,714330
BANCROFT AUTO8,45.067,-77.867,USAF,714335
PEAWANUCK (AUT),54.983,-85.433,USAF,714340
UPSALA (AUT)  ONT,49.033,-90.467,USAF,714350
PETERBOROUGH,44.230,-78.363,USAF,714360
BURLINGTON PIERS (AUT)  ONT,43.300,-79.800,USAF,714370
WESTERN ISLAND (AUT)  ONT,45.033,-80.367,USAF,714380
COVE ISLAND (AUT)  ONT,45.333,-81.733,USAF,714390
STANDARD AGCM,51.233,-112.983,USAF,714400
GRETNA (AUT)  MAN,49.017,-97.550,USAF,714410
FISHER BRANCH (AUT)  MAN,51.083,-97.550,USAF,714420
SWAN RIVER (AUT)  MAN,52.117,-101.233,USAF,714430
WASAGAMING  MAN,50.650,-99.933,USAF,714440
GEORGE ISLAND (AUT)  MAN,52.817,-97.600,USAF,714450
SWIFT CURRENT CDA  SASK,50.267,-107.733,USAF,714460
MELITA  MAN,49.283,-100.983,USAF,714470
PINAWA  MAN,50.167,-96.050,USAF,714480
SPRAGUE,49.017,-95.600,USAF,714490
ELBOW CS  SASK,51.133,-106.583,USAF,714500
SOUTHEND  SASK,56.333,-103.283,USAF,714510
WEYBURN  SASK,49.700,-103.800,USAF,714520
MAPLE CREEK  SASK,49.900,-109.467,USAF,714530
WASKESIU LAKE  SASK,53.917,-106.067,USAF,714540
LUCKY LAKE  SASK,50.950,-107.150,USAF,714550
MELFORT  SASK,52.817,-104.600,USAF,714560
BROOKS  ALTA,50.550,-111.850,USAF,714570
VEGREVILLE  ALTA,53.517,-112.100,USAF,714580
LEADER AIRPORT  SASK,50.900,-109.500,USAF,714590
KILLARNEY (AUT)  ONT,45.967,-81.483,USAF,714600
EAGLESHAM AGCM,55.800,-117.883,USAF,714610
GREAT DUCK ISLAND,45.633,-82.967,USAF,714620
PORT COLBORNE (AUT)  ONT,42.867,-79.250,USAF,714630
LONG POINT (AUT),42.567,-80.050,USAF,714640
ERIEAU (AUT)  ONT,42.250,-81.900,USAF,714650
SOUTHEAST SHOAL (AUT)  ONT,41.833,-82.467,USAF,714660
SACHS HARBOUR CLIMATE  NWT,72.000,-125.267,USAF,714670
KATATOTA ISLAND,49.720,-88.330,USAF,714680
LUPIN CS  CS,65.750,-111.250,USAF,714700
DAWSON CREEK LWIS,55.733,-120.167,USAF,714710
VICTORIA HARBOUR,48.420,-123.330,USAF,714735
CLINTON,51.150,-121.500,USAF,714740
PORT ALBERNI (AUT)  BC,49.317,-124.917,USAF,714750
NORMAN WELLS CLIMATE,65.280,-126.750,USAF,714800
EVANSBURG2 AGCM AB,53.573,-115.124,USAF,714810
FORT ASSINIBOINE AGCM,54.400,-114.767,USAF,714830
JASPER WARDEN  ALTA,52.933,-118.033,USAF,714860
ASSINIBOIA AIRPORT  SASK,49.733,-105.933,USAF,714870
KEY LAKE A,57.250,-105.600,USAF,714880
SCOTT CDA,52.367,-108.833,USAF,714890
ROBERTSON LAKE (AUT)  NU,65.083,-102.417,USAF,714900
FORT GOOD HOPE CS,66.233,-128.650,USAF,714910
TUKTUT NOGAIT  NWT,69.183,-122.350,USAF,714920
PARRSBORO,45.420,-64.350,USAF,714930
THETFORD MINES RCS,46.050,-71.267,USAF,714940
NEIR AGDM,51.367,-114.083,USAF,714950
SASKATOON RCS,52.167,-106.717,USAF,714960
FORT LIARD  NWT,60.233,-123.467,USAF,714970
GLEICHEN AGCM,50.933,-112.933,USAF,714980
KEY LAKE,57.250,-105.617,USAF,714990
GLENEVIS AGCM,53.817,-114.533,USAF,715000
DELINE CS  NWT,65.217,-123.433,USAF,715030
THORSBY AGCM,53.217,-113.900,USAF,715040
HAINES JUNCTION,60.767,-137.583,USAF,715050
ROCK RIVER,66.983,-136.217,USAF,715060
HAWK HILLS AGCM,57.250,-117.283,USAF,715070
TORONTO CITY  ONT,43.667,-79.400,USAF,715080
LETHBRIDGE DEMO FARM AGDM  ALTA,49.683,-112.750,USAF,715090
ROSETOWN EAST  SASK,51.567,-107.917,USAF,715100
WATROUS EAST  SASK,51.667,-105.400,USAF,715110
LONGUE POINTE DE MINGAN  QUE,50.267,-64.217,USAF,715120
NATASHQUAN,50.183,-61.783,USAF,715130
REGINA RCS  SASK,50.433,-104.667,USAF,715140
INDIAN HEAD CDA  SASK,50.550,-103.650,USAF,715150
CORONACH SPC  SASK,49.050,-105.483,USAF,715160
BLOOD TRIBE AGDM  ALTA,49.567,-113.050,USAF,715170
ENCHANT AGDM  ALTA,50.183,-112.433,USAF,715180
BOW ISLAND IRRIGATION AGDM,49.867,-111.383,USAF,715190
LAC BENOIT  QUE,51.533,-71.117,USAF,715200
MANOUANE EST  QUE,50.650,-70.517,USAF,715210
CHUTES DES PASSES  QUE,49.833,-71.167,USAF,715220
CHAMOUCHOUANE  QUE,49.267,-73.350,USAF,715230
L'ASSOMPTION  QUE,45.800,-73.433,USAF,715240
SEVEN PERSONS AGDM  ALTA,49.917,-110.917,USAF,715250
STRATHMORE AGDM  ALTA,51.033,-113.283,USAF,715260
DRYDEN RGNL,49.832,-92.744,USAF,715270
IRON SPRINGS AGDM  ALTA,49.900,-112.733,USAF,715280
LUTSELK'E CS  NWT,62.417,-110.667,USAF,715290
MUSKOKA AWOS  ONT,44.967,-79.300,USAF,715320
BORDEN,44.250,-79.917,USAF,715340
FINCASTLE AGDM  ALTA,49.800,-112.033,USAF,715350
RAYMOND AGDM  ALTA,49.483,-112.683,USAF,715360
ROSEMARY AGDM,50.820,-112.050,USAF,715370
WINDSOR,42.276,-82.956,USAF,715380
MOOSE JAW CS  SASK,50.317,-105.550,USAF,715390
HESPERO AGCM,52.300,-114.483,USAF,715400
JEAN COTE AGCM,55.900,-117.117,USAF,715410
LA CRETE AGCM,58.167,-116.333,USAF,715420
LA GLACE AGCM,55.417,-119.250,USAF,715430
LEGAL AGCM,54.000,-113.467,USAF,715440
RADWAY AGCM,53.983,-112.867,USAF,715450
RYCROFT AGCM,55.767,-118.667,USAF,715460
SAVANNA AGCM,56.067,-119.333,USAF,715470
ST LINA AGCM,54.267,-111.450,USAF,715480
TAWATINAW AGCM,54.283,-113.517,USAF,715490
DAUPHIN CS  MAN,51.100,-100.050,USAF,715500
OUTLOOK PFRA  SASK,51.483,-107.050,USAF,715510
VICTORIA BEACH (AUT)  MAN,50.700,-96.567,USAF,715520
ROBLIN  MAN,51.183,-101.367,USAF,715530
POINTE-AU-PERE (INRS),48.517,-68.467,USAF,715540
STAVELY AAFC,50.183,-113.883,USAF,715550
LAST MOUNTAIN CS,51.417,-105.250,USAF,715560
MERRITT,50.100,-120.767,USAF,715570
ST ANTHONY  NFLD,51.383,-56.100,USAF,715580
ESTEVAN,49.217,-102.967,USAF,715590
EMERSON AUT  MAN,49.000,-97.233,USAF,715600
DELTA MARCH CS,50.183,-98.383,USAF,715630
MORDEN CDA CS  MAN,49.183,-98.083,USAF,715640
LEEDALE AGDM,52.550,-114.470,USAF,715650
TOMAHAWK AGDM,53.430,-114.720,USAF,715660
LINDBERGH AGDM,53.950,-110.580,USAF,715670
BRATT'S LAKE UA  SASK,50.200,-104.700,USAF,715690
GREAT FALL CLIMO,50.522,-95.977,USAF,715700
SPIRIT RIVER AUTO STATION  ALTA,55.683,-119.233,USAF,715710
KELSEY DAM CS  MAN,56.033,-96.500,USAF,715720
DELHI CS  ONT,42.867,-80.550,USAF,715730
BATHURST,47.630,-65.739,USAF,715740
GIMLI HARBOUR CS  MAN,50.617,-96.967,USAF,715770
WINNIPEG THE FORKS  MAN,49.883,-97.133,USAF,715790
TALOYOAK A  NU,69.533,-93.567,USAF,715800
ALGONQUIN PARK EAST GATE,45.533,-78.267,USAF,715810
BELLA BELLA CAMPBELL,52.183,-128.150,USAF,715820
QAVVIK LAKE  NWT,68.250,-122.100,USAF,715830
HAVRE ST PIERRE,50.267,-63.600,USAF,715840
FORT MCMURRAY CS  ALTA,56.650,-111.217,USAF,715850
LA RONGE RCS  SASK,55.150,-105.267,USAF,715860
SANDY LAKE A,53.067,-93.350,USAF,715870
ROCKY HARBOUR CS  NFLD,49.567,-57.867,USAF,715880
TERRA NOVA NAT PARK CS  NFLD,48.550,-53.967,USAF,715890
EDMUNSTON,47.420,-68.320,USAF,715900
MALAY FALLS,44.980,-62.480,USAF,715901
ARCTIC BAY CS,73.000,-85.017,USAF,715920
BAS CARAQUET  NB,47.800,-64.833,USAF,715980
KEJIMKUJIK 1  NS,44.417,-65.200,USAF,715990
SHEARWATER,44.640,-63.499,USAF,716010
YARMOUTH,43.827,-66.088,USAF,716030
NORTH MOUNTAIN CS,46.817,-60.667,USAF,716040
PORT MELLON,49.517,-123.483,USAF,716050
PORT HAWKESBURY,45.650,-61.367,USAF,716053
KAPUSKASING,49.400,-82.450,USAF,716060
ST.STEPHEN (AUT),45.217,-67.250,USAF,716070
VANCOUVER SEA ISLAND CCG,49.183,-123.183,USAF,716080
SAINT JOHN,45.317,-65.883,USAF,716090
SHERBROOKE,45.439,-71.691,USAF,716100
LENOXVILLE  QUE,45.367,-71.817,USAF,716110
MCTAVISH  QUE,45.500,-73.567,USAF,716120
STE CLOTHILDE  QUE,45.167,-73.667,USAF,716140
LEMIEUX  QUE,46.300,-72.050,USAF,716160
JONQUIERE  QUE,48.417,-71.133,USAF,716170
CHURCHILL,58.739,-94.065,USAF,716180
KINGSTON,44.225,-76.597,USAF,716200
TRENTON,44.117,-77.533,USAF,716210
LONDON CS  ONT,43.033,-81.150,USAF,716220
LONDON,43.036,-81.154,USAF,716230
SAINT ANDRE AVELIN,45.800,-75.067,USAF,716235
LESTER B PEARSON INTL,43.677,-79.631,USAF,716240
PETAWAWA,45.952,-77.319,USAF,716250
MONTREAL/TRUDEAU INT,45.467,-73.733,USAF,716270
KUUJJUARAPIK ARPT,55.283,-77.750,USAF,716278
GATINEAU,45.522,-75.564,USAF,716279
OTTAWA MACDONALD CARTIER INTL,45.323,-75.669,USAF,716280
FORT ROSS,72.017,-94.200,USAF,716290
MUSKOKA,44.975,-79.303,USAF,716300
MOUNT FOREST (AUT)  ONT,43.983,-80.750,USAF,716310
LYNN LAKE RCS,56.850,-101.067,USAF,716320
WIARTON A,44.750,-81.100,USAF,716330
RED PINES,47.433,-65.583,USAF,716340
SECHELT,49.450,-123.700,USAF,716380
TORONTO BUTTONVILLE A  ONT,43.867,-79.367,USAF,716390
CHAPLEAU,47.820,-83.347,USAF,716420
FREDERICTON AQUATIC CENTRE C/S,45.970,-66.650,USAF,716445
BUCTOUCHE CDA CS,46.420,-64.770,USAF,716660
THUNDER BAY CS,48.370,-89.320,USAF,716670
FREDERICKTON CDA CS,45.920,-66.600,USAF,716680
PEKISKO,50.367,-114.417,USAF,716690
KOUCHIBOUGUAC CS,46.770,-65.000,USAF,716700
KENTVILLE CDA,45.070,-64.480,USAF,716710
PETERBOROUGH TRENT U,44.350,-78.300,USAF,716720
FERINTOSH AGCM,52.750,-112.850,USAF,716730
FORESTBURG AGCM,52.550,-112.117,USAF,716740
BIG TROUT LAKE,53.833,-89.867,USAF,716750
OOTSA LAKESKINS LAKE,53.770,-125.980,USAF,716790
LOWER CARP LAKE  NWT,63.600,-113.850,USAF,716800
ASHCROFT,50.700,-121.267,USAF,716810
LINDBURG LANDING  NWT,61.117,-122.850,USAF,716820
TRAIL VALLEY  NWT,68.750,-133.500,USAF,716830
TIMISKAMING RGNL / EARLTON,47.700,-79.850,USAF,716840
REVELSTOKE,50.967,-118.183,USAF,716850
DEASE LAKE,58.417,-130.033,USAF,716860
WHISTLER-NESTERS,50.133,-122.950,USAF,716870
CALLAGHAN VALLEY,50.150,-123.117,USAF,716880
FORT MCMURRAY AIRPORT,56.650,-111.217,USAF,716890
TEEPEE CREEK AGCM,55.350,-118.400,USAF,716900
BAIE COMEAU,49.133,-68.200,USAF,716910
CYPRESS BOWL SOUTH,49.383,-123.200,USAF,716930
BEATRICE CLIMATE,45.133,-79.400,USAF,716940
THE PAS CLIMATE,53.967,-101.100,USAF,716950
CHURCHILL CLIMATE,58.720,-94.070,USAF,716960
OSHAWA,43.923,-78.895,USAF,716970
FREDERICTON,45.867,-66.533,USAF,717000
GAGETOWN  (CAN-MIL),45.833,-66.433,USAF,717010
SUMMERSIDE,46.433,-63.833,USAF,717020
ST LEONARD,47.150,-67.833,USAF,717030
SARNIA,43.000,-82.317,USAF,717040
GREATER MONCTON INTL,46.112,-64.679,USAF,717050
CHARLOTTETOWN,46.283,-63.133,USAF,717060
SUMMERSIDE,46.441,-63.834,USAF,717063
SYDNEY A,46.167,-60.050,USAF,717070
QUEBEC JEAN LESAGE INTL,46.791,-71.393,USAF,717080
ST ANICET 1  QUE,45.117,-74.283,USAF,717120
LA POCATIERE  QUE,47.350,-70.017,USAF,717130
QUEBEC/JEAN LESAGE INTL  QUE,46.783,-71.383,USAF,717140
RIVIERE DU LOUP  QUE,47.800,-69.533,USAF,717150
VALCARTIER AIRPORT,46.900,-71.500,USAF,717160
BATHURST,47.617,-65.750,USAF,717173
MONT JOLI A,48.600,-68.217,USAF,717180
POWELL RIVER,49.833,-124.483,USAF,717200
MANIWAKI AIRPORT,46.267,-76.000,USAF,717210
NICOLET  QUE,46.217,-72.650,USAF,717230
TROIS RIVIERES  QUE,46.350,-72.500,USAF,717240
VAL D OR,48.053,-77.783,USAF,717250
ROUYN NORANDA,48.206,-78.836,USAF,717255
PARENT  QUE,47.917,-74.617,USAF,717260
BAGOTVILLE,48.331,-70.996,USAF,717270
ROBERVAL A,48.517,-72.267,USAF,717280
SUDBURY,46.625,-80.799,USAF,717300
NORTH BAY,46.364,-79.423,USAF,717310
BARRAGE TEMISCAMINGUE,46.717,-79.100,USAF,717320
SUDBURY CLIMATE,46.633,-80.800,USAF,717330
ELLIOT LAKE MUNI,46.351,-82.561,USAF,717334
ROUYN  QUE,48.233,-79.033,USAF,717340
EARLTON,47.700,-79.850,USAF,717350
PINCHER CREEK CLIMATE,49.517,-114.000,USAF,717360
RAWSON LAKE (AUT),49.650,-93.717,USAF,717365
ROYAL ISLAND (AUT),49.467,-94.767,USAF,717366
SAINT-MICHEL-DES-SAINTS,46.817,-74.100,USAF,717370
WAWA,47.967,-84.787,USAF,717380
WAWA AUT,47.967,-84.783,USAF,717385
CORNER BROOK,48.933,-57.917,USAF,717386
TIMMINS VICTOR POWER A,48.570,-81.377,USAF,717390
KAMLOOPS AUTO,50.700,-120.450,USAF,717410
GANDER AIRPORT CS,48.930,-54.570,USAF,717420
RIVIERE AUX FEUILLES,57.920,-72.980,USAF,717430
MIRAMICHI RCS,47.017,-65.467,USAF,717440
SARNIA CLIMATE,43.000,-82.300,USAF,717460
ATIKOKAN (AUT)  ONT,48.750,-91.617,USAF,717470
GIMLI CLIMATE,50.633,-97.050,USAF,717480
THUNDER BAY A,48.367,-89.333,USAF,717490
PUKASKWA,48.583,-86.300,USAF,717500
WELCOME ISLAND (AUT),48.367,-89.117,USAF,717510
WELLAND PELHAM,42.970,-79.330,USAF,717520
UPPER STEWIACKE RCS,45.230,-63.050,USAF,717530
NORTH BATTLEFORD RCS,52.770,-108.250,USAF,717540
MUSKRAT DAM  A,53.430,-91.770,USAF,717550
BLACKCOMB BASE SLIDING CENTER,50.100,-122.933,USAF,717560
SYDNEY RCS,46.170,-60.050,USAF,717580
BIG CREEK (AUT),51.270,-123.100,USAF,717600
VILNA AGCM,54.133,-111.917,USAF,717610
LYTTON RCS,50.217,-121.583,USAF,717650
QUALICUM BEACH AIRPORT,49.333,-124.400,USAF,717660
TOBERMORY RCS,45.233,-81.633,USAF,717670
SUMMERLAND CS  BC,49.567,-119.650,USAF,717680
CRESTON CAMPBELL SCIENTIFIC  BC,49.083,-116.500,USAF,717700
WHITEHORSE AUTO,60.717,-135.083,USAF,717730
MALAHAT  BC,48.567,-123.517,USAF,717740
PITT MEADOWS CAMPBELL SCIENTIFIC  BC,49.200,-122.683,USAF,717750
NELSON  BC,49.483,-117.300,USAF,717760
PEMBERTON AIRPORT  BC,50.300,-122.733,USAF,717770
QUESNEL AIRPORT AUTO,53.033,-122.500,USAF,717790
SHERINGHAM POINT  BC,48.383,-123.917,USAF,717800
SPARWOOD CS  BC,49.750,-114.883,USAF,717820
VICTORIA UNIVERSITY CS,48.450,-123.300,USAF,717830
WEST VANCOUVER (AUT),49.350,-123.200,USAF,717840
WHITE ROCK CAMPBELL SCIENTIFIC  BC,49.017,-122.767,USAF,717850
YOHO PARK  BC,51.450,-116.350,USAF,717860
MECHANIC SETTLEMENT RCS,45.700,-65.167,USAF,717870
GRASSY LAKE,49.867,-111.733,USAF,717880
FORT MACLEOD AGCM,49.783,-113.383,USAF,717890
GILT EDGE NORTH AGCM,53.067,-110.617,USAF,717910
HALKIRK AGCM,52.117,-112.167,USAF,717920
HEMARUKA AGCM,51.783,-111.217,USAF,717930
HUGHENDEN AGCM,52.567,-110.783,USAF,717940
IRVINE AGCM,49.983,-110.267,USAF,717950
KESSLER AGCM,52.283,-111.100,USAF,717960
KITSCOPTY AGCM,53.350,-110.417,USAF,717970
ESQUIMALT HARBOUR,48.430,-123.430,USAF,717980
VICTORIA INTL,48.647,-123.426,USAF,717990
ST JOHNS INTL,47.619,-52.752,USAF,718010
ST JOHN'S WEST,47.517,-52.783,USAF,718020
GANDER INTL,48.937,-54.568,USAF,718030
LA SCIE,49.917,-55.667,USAF,718060
DEER LAKE A,49.217,-57.400,USAF,718090
PORT MENIER  QUE,49.833,-64.283,USAF,718100
SEPT ILES,50.217,-66.267,USAF,718110
NEMISCAU ARPT(SAWR),51.700,-76.117,USAF,718113
NATASHQUAN A,50.183,-61.800,USAF,718130
GOOSE BAY,53.317,-60.417,USAF,718160
MARYS HARBOUR,52.300,-55.833,USAF,718170
MARY'S HARBOUR,52.300,-55.817,USAF,718173
ST.ANTHONY,51.400,-56.067,USAF,718190
KINGSTON CLIMATE,44.217,-76.600,USAF,718200
MATAGAMI A,49.750,-77.800,USAF,718210
CHAPAIS,49.772,-74.528,USAF,718220
LA GRANDE IV UA,53.750,-73.683,USAF,718230
CHAPAIS  QUE,49.817,-74.967,USAF,718240
WABUSH,52.922,-66.864,USAF,718250
LA GRANDE RIVIERE,53.625,-77.704,USAF,718270
LA GRANDE III(SAWR),53.567,-76.200,USAF,718275
SCHEFFERVILLE A,54.800,-66.800,USAF,718280
KAPUSKASING,49.414,-82.468,USAF,718310
NAGAGAMI (AUT)  ONT,49.733,-84.150,USAF,718320
GUELPH TURFGRASS,43.550,-80.217,USAF,718330
GERALDTON GREENSTONE REGIONAL,49.778,-86.939,USAF,718340
PICKLE LAKE (AUT),51.450,-90.217,USAF,718350
ST MARY RESEVOIR,49.367,-113.117,USAF,718370
BULLHORN COULEE RESEVOIR,49.300,-113.367,USAF,718390
DEERWOOD RCS  MAN,49.400,-98.317,USAF,718400
ARMSTRONG (AUT)  ONT,50.283,-88.900,USAF,718410
SIOUX LOOKOUT AIRPORT,50.117,-91.900,USAF,718420
HOLMAN,70.750,-117.800,USAF,718423
DRYDEN RGNL,49.833,-92.733,USAF,718425
DELHI,42.867,-80.550,USAF,718426
HARROW ON,42.033,-82.900,USAF,718427
BERENS RIVER,52.350,-97.033,USAF,718428
WINNIPEG UA  MAN,49.883,-97.133,USAF,718430
KANGIQSUJUAQ,61.583,-71.933,USAF,718431
AKULIVIK,60.819,-78.149,USAF,718432
AUPALUKA,59.297,-69.983,USAF,718433
LUTSEL KE,62.420,-110.670,USAF,718434
KANGIKSUALUJJUAQ,58.717,-65.983,USAF,718435
DE WEMINDJI,53.017,-78.833,USAF,718436
RAE LAKES,64.117,-117.367,USAF,718437
SUFFIELD,50.267,-111.183,USAF,718438
BIG TROUT LAKE READAC,53.817,-89.900,USAF,718440
CAPE PARRY,70.100,-124.717,USAF,718441
SALLUIT,62.179,-75.667,USAF,718442
PICKLE LAKE  A,51.450,-90.200,USAF,718450
PICKLE LAKE,51.433,-90.217,USAF,718454
LANSDOWNE HOUSE (AUT)  ONT,52.183,-87.933,USAF,718460
TRAVERS AGCM,50.300,-112.867,USAF,718480
WINNIPEG 'A' CS  MAN,49.917,-97.233,USAF,718490
KENORA A,49.783,-94.367,USAF,718500
SOUTHPORT,49.903,-98.274,USAF,718510
PORTAGE SOUTHPORT,49.900,-98.267,USAF,718515
WINNIPEG INTL,49.910,-97.240,USAF,718520
SHILO,49.783,-99.633,USAF,718530
RED LAKE,51.067,-93.793,USAF,718540
DAUPHIN AIRPORT,51.100,-100.050,USAF,718550
GIMLI INDUSTRIAL,50.617,-97.033,USAF,718560
TULLIBY LAKE AGCM,53.650,-110.067,USAF,718570
GRAND RAPIDS (AUT),53.183,-99.267,USAF,718580
BERENS RIVER,52.350,-97.033,USAF,718590
SPRINGBANK A,51.100,-114.367,USAF,718600
BROADVIEW  SASK,50.368,-102.571,USAF,718610
ESTEVAN A,49.217,-102.967,USAF,718620
REGINA INTL,50.433,-104.667,USAF,718630
MOOSE JAW AIR VICE MARSHAL C M MCEWEN,50.330,-105.559,USAF,718640
WYNYARD (AUT)  SASK,51.767,-104.200,USAF,718650
SASKATOON J G DIEFENBAKER INTL,52.167,-106.700,USAF,718660
THE PAS AIRPORT,53.967,-101.100,USAF,718670
HUDSON BAY  SASK,52.817,-102.317,USAF,718680
PRINCE ALBERT GLASS FIELD,53.214,-105.673,USAF,718690
SWIFT CURRENT ARPT,50.300,-107.683,USAF,718700
LLOYDMINSTER,53.309,-110.073,USAF,718710
CORONATION (AUT),52.067,-111.467,USAF,718735
DRUMHELLER EAST,51.433,-112.667,USAF,718736
BATHURST INLET,66.833,-108.017,USAF,718740
PINCHER CREEK,49.517,-114.000,USAF,718750
PINCHER CREEK,49.517,-114.000,USAF,718755
NORTH BATTLEFORD,52.769,-108.244,USAF,718760
CALGARY INTL,51.114,-114.020,USAF,718770
RED DEER REGIONAL,52.183,-113.900,USAF,718780
EDMONTON CITY CENTRE,53.573,-113.521,USAF,718790
SPARWOOD / ELK VALLEY,49.750,-114.880,USAF,718794
CRANBROOK A,49.617,-115.783,USAF,718800
EDSON,53.579,-116.465,USAF,718810
REVELSTOKE A,50.967,-118.183,USAF,718820
BLUE RIVER,52.117,-119.283,USAF,718830
BLUE RIVER CS,52.130,-119.280,USAF,718834
CASTLEGAR,49.296,-117.633,USAF,718840
GLENWOOD,49.333,-113.517,USAF,718850
YORKTON,51.267,-102.467,USAF,718860
PRINCETON,49.468,-120.511,USAF,718864
KAMLOOPS,50.702,-120.444,USAF,718870
VIKING AGCM,53.183,-111.733,USAF,718880
WAINWRIGHT (AUTO8),52.817,-111.083,USAF,718884
PENTICTON,49.463,-119.602,USAF,718890
NANAIMO,49.052,-123.870,USAF,718900
LYTTON,50.230,-121.580,USAF,718910
VANCOUVER INTL,49.194,-123.184,USAF,718920
CAMPBELL RIVER,49.951,-125.271,USAF,718936
WETASKIWIN AGCM,52.967,-113.433,USAF,718950
PRINCE GEORGE,53.889,-122.679,USAF,718960
WASKAGANISH AIRPORT,51.483,-78.750,USAF,718964
HOPEDALE (AUT)  NFLD,55.450,-60.217,USAF,719000
QUAQTAQ,61.046,-69.618,USAF,719035
WIMBORBE AGCM,51.933,-113.583,USAF,719040
KANGIRSUK A,60.033,-70.000,USAF,719043
MONTREAL INTL MIRABEL,45.683,-74.033,USAF,719050
UMIUJAQ,56.533,-76.517,USAF,719053
KUUJJUAQ A,58.100,-68.417,USAF,719060
TASIUJAQ A,58.667,-69.950,USAF,719064
INUKJUAK A UA,58.467,-78.083,USAF,719070
INUKJUAK ARPT(SAWR),58.467,-78.083,USAF,719073
PUVIRNITUQ,60.051,-77.287,USAF,719077
IQALUIT,63.756,-68.556,USAF,719090
KIMMIRUT A NWT,62.850,-69.883,USAF,719094
SANIKILUAQ AIRPORT,56.533,-79.250,USAF,719104
SHEPHERD BAY A,68.817,-93.433,USAF,719110
GILLAM AIRPORT,56.350,-94.717,USAF,719120
CHURCHILL A UA  MAN,58.733,-94.067,USAF,719130
NANISIVIK,72.982,-84.614,USAF,719143
TALOYOAK,69.547,-93.577,USAF,719145
CORAL HARBOUR,64.193,-83.359,USAF,719150
THOMSEN RIVER,73.233,-119.533,USAF,719160
EUREKA,79.983,-85.933,USAF,719170
